Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
High,397180,Adobe Acrobat和Reader CVE-2017-16403 越界读取漏洞,Adobe,CVE-2017-16403,CNNVD-201712-256,APSB17-36,2019-04-28,2022-11-17,
High,441910,Allen Bradley Micrologix CVE-2017-14469信息泄露漏洞,NA,CVE-2017-14469,CNNVD-201709-552,NA,2019-04-28,2022-11-17,
High,426210,Adobe Flash Player removeMovieClip 方法释放后重利用漏洞,NA,CVE-2015-8641,CNNVD-201512-618,APSB16-01,2019-04-28,2022-11-17,
High,434050,Mozilla Firefox Vorbis Audio Residue Codebook越界写漏洞,Mozilla,"CVE-2018-5146,CVE-2018-5147","CNNVD-201803-1058,CNNVD-201803-10...",NA,2019-04-28,2022-11-17,
High,434820,Adobe Acrobat和Reader CVE-2018-4950内存损坏漏洞,NA,CVE-2018-4950,CNNVD-201805-1118,APSB18-09,2019-04-28,2022-11-17,
High,435040,微软Windows操作系统 CVE-2016-0160 DLL文件加载权限提升漏洞,Microsoft,CVE-2016-0160,CNNVD-201604-238,MS16-041,2019-04-28,2022-11-17,
High,435041,微软Windows操作系统 CVE-2016-0160 DLL文件加载权限提升漏洞,Microsoft,CVE-2016-0160,CNNVD-201604-238,MS16-041,2019-04-28,2022-11-17,
High,435060,微软IE浏览器 CChildIterator 对象释放后重利用漏洞,Microsoft,CVE-2016-0166,CNNVD-201604-243,MS16-037,2019-04-28,2022-11-17,
High,417820,Microsoft Edge Chakra JavaScript引擎CVE-2017-11918内存损坏漏洞,Microsoft,CVE-2017-11918,CNNVD-201712-380,NA,2019-04-28,2022-11-17,
High,414390,Microsoft Office PowerPoint CVE-2016-3357内存损坏漏洞,Microsoft,CVE-2016-3357,CNNVD-201609-209,MS16-107,2019-04-28,2022-11-17,
High,414620,Adobe Flash Player CVE-2016-4133 RegExp内存损坏漏洞,Redhat,CVE-2016-4133,CNNVD-201606-397,NA,2019-04-28,2022-11-17,
High,414630,Adobe Flash Player CVE-2016-4139安全绕过,Redhat,CVE-2016-4139,CNNVD-201606-403,APSB16-18,2019-04-28,2022-11-17,
High,455910,Adobe Reader CVE-2014-9161 越界内存访问漏洞,NA,CVE-2014-9161,CNNVD-201501-754,APSB14-27,2019-04-28,2022-11-17,
High,552580,rConfig commands.inc.php SQL 注入漏洞,Rconfig,CVE-2020-10220,CNNVD-202003-266,NA,2020-04-24,2022-11-17,
High,557670,WordPress InfiniteWP Client插件认证绕过,Revmakx,CVE-2020-8772,CNNVD-202002-187,NA,2020-06-04,2022-11-17,
High,577700,Zabbix CVE-2016-10134 SQL注入漏洞,Zabbix,CVE-2016-10134,CNNVD-201701-367,NA,2020-08-18,2022-11-17,
High,487910,Mosca MQTT非法正则拒绝服务漏洞,Mosca project,CVE-2018-11615,CNNVD-201808-946,NA,2019-07-04,2022-11-17,
High,74780,Microsoft Internet Explorer saveHistory 释放后重用,NA,CVE-2013-0088,CNNVD-201303-243,MS13-021,2019-04-28,2022-11-17,
High,523020,Cisco Prime vDCNM ReportServlet Handling CVE-2019-1619 身份验证绕过漏洞,Cisco,CVE-2019-1619,CNNVD-201906-1044,NA,2019-09-21,2022-11-17,
High,522660,HPE Intelligent Management Center ViewBatchTaskResultDetailBean语言注入漏洞,Hp,CVE-2019-5386,CNNVD-201906-115,NA,2019-09-21,2022-11-17,
High,31770,PHP socket_connect()函数栈溢出漏洞,Php,CVE-2011-1938,CNNVD-201105-298,NA,2017-08-01,2022-11-17,
High,408510,Zivif PR115-204-P-RS网络摄像机CVE-2017-17105命令注入漏洞,NA,CVE-2017-17105,CNNVD-201712-147,NA,2018-02-08,2022-11-17,
High,355340,Adobe Flash Player Selection SetSelection释放后重用漏洞,NA,CVE-2015-8413,CNNVD-201512-243,APSB15-06,2017-06-30,2022-11-17,
High,370990,Adobe Flash Player CVE-2017-2993释放后重用漏洞,NA,CVE-2017-2993,CNNVD-201702-560,APSB17-04,2017-06-30,2022-11-17,
High,1100,BrightStor ARCserve Backup Discovery服务远程缓冲区溢出漏洞,"Ca,Broadcom",CVE-2006-5143,CNNVD-200610-099,NA,2017-08-01,2022-11-17,
High,167250,微软Windows DirectShow JPEG 双重释放漏洞,Microsoft,CVE-2014-0301,CNNVD-201403-215,MS14-013,2017-06-30,2022-11-17,
High,309140,Microsoft Internet Explorer CVE-2015-1705内存损坏漏洞,Microsoft,CVE-2015-1705,CNNVD-201505-146,MS15-043,2017-06-30,2022-11-17,
High,309160,Microsoft Internet Explorer CVE-2015-1708 内存损坏漏洞,Microsoft,CVE-2015-1708,CNNVD-201505-148,MS15-043,2017-06-30,2022-11-17,
High,8060,HP数据保护器备份客户端GET_FILE命令目录遍历漏洞,Hp,CVE-2011-1736,CNNVD-201105-102,NA,2017-06-30,2022-11-17,
High,3010,HP Power Manager中formExportDataLogs内存在目录遍历漏洞,Hp,CVE-2009-4000,CNNVD-201001-213,C01971741,2017-06-30,2022-11-17,
High,2890,Apple Safari处理CSS格式参数时内存损坏漏洞,Apple,CVE-2010-0046,CNNVD-201003-185,HT4070,2017-06-30,2022-11-17,
High,6310,HP OpenView NNM ovutil.dll getProxiedStorageAddress 缓冲区溢出漏洞,Hp,"CVE-2010-1961,CVE-2010-1964","CNNVD-201006-125,CNNVD-201006-298",NA,2017-06-30,2022-11-17,
High,21470,HP OpenView 数据保护应用回复管理器缓冲区溢出漏洞,Hp,CVE-2009-3844,CNNVD-200912-093,C01943909,2017-06-30,2022-11-17,
High,21910,Microsoft Office PowerPoint OfficeArt Atom 内存损坏漏洞,Microsoft,CVE-2011-0976,CNNVD-201102-127,MS11-022,2017-06-30,2022-11-17,
High,19000,Microsoft Office Web组件任意代码执行漏洞,Microsoft,CVE-2009-1136,CNNVD-200907-256,MS09-043,2017-06-30,2022-11-17,
High,19020,Microsoft Office Excel非预期字段值处理内存损坏漏洞,Microsoft,CVE-2009-0560,CNNVD-200906-145,MS09-021,2017-06-30,2022-11-17,
High,18750,Microsoft Office MSO.DLL 内存损坏漏洞,NA,CVE-2010-0243,CNNVD-201002-102,MS10-003,2017-06-30,2022-11-17,
High,16200,Microsoft Office Word 文件 FIB 结构处理内存损坏漏洞,Microsoft,CVE-2009-3135,CNNVD-200911-137,MS09-068,2017-06-30,2022-11-17,
High,77010,3S Smart Software Solutions CoDeSys 网关服务器内存访问错误漏洞,3s-software,CVE-2012-4704,CNNVD-201302-447,NA,2017-06-30,2022-11-17,
High,77920,Microsoft Internet Explorer CVE-2013-3152 内存损坏漏洞,Microsoft,CVE-2013-3152,CNNVD-201307-174,MS13-055,2017-06-30,2022-11-17,
High,78930,Firefox LookupGetterOrSetter 悬挂指针漏洞,Mozilla,CVE-2010-3183,CNNVD-201010-338,NA,2017-06-30,2022-11-17,
High,77250,Microsoft Windows Win32k OTF 验证漏洞,Microsoft,CVE-2011-1873,CNNVD-201106-160,NA,2017-06-30,2022-11-17,
High,108870,Microsoft Internet Explorer 9 CSS规则缓存释放后重用漏洞,Microsoft,CVE-2013-3117,CNNVD-201306-158,MS13-047,2017-06-30,2022-11-17,
High,438030,Microsoft Edge CVE-2018-0951远程代码执行漏洞,Microsoft,CVE-2018-0951,CNNVD-201805-304,NA,2022-11-17,2022-11-17,
High,713760,Tenda AC11 CVE-2021-31757 缓冲区溢出漏洞,NA,CVE-2021-31757,CNNVD-202105-382,NA,2022-11-17,2022-11-17,
High,3370680,矿池域名：walpool.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3373659,勒索软件 WastedLocker：clevelandskin.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,586730,Microsoft Windows CVE-2020-1529 GDI权限提升漏洞,Microsoft,CVE-2020-1529,CNNVD-202008-520,NA,2022-11-17,2022-11-17,
High,707380,Google Chrome CVE-2020-6512 类型混淆漏洞,"Opensuse,Google",CVE-2020-6512,CNNVD-202007-1011,NA,2022-11-17,2022-11-17,
High,709620,Cisco Wireless-N VPN CVE-2020-3331 远程代码执行漏洞,NA,CVE-2020-3331,CNNVD-202007-1136,NA,2022-11-17,2022-11-17,
High,648980,Hawt Hawtio 服务端请求伪造漏洞,Hawt,CVE-2019-9827,CNNVD-201907-216,NA,2022-11-17,2022-11-17,
High,3370219,矿池域名：uupool.cn,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370218,矿池域名：rplant.xyz,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370217,矿池域名：btc.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370545,矿池域名：coinblockers.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370542,矿池域名：icanmining.ru,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370544,矿池域名：baikalmine.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370892,矿池域名：kesse.ca,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370897,矿池域名：52hash.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370896,矿池域名：fairhash.org,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,711400,Microsoft Internet Explorer Scripting Engine CVE-2021-34448 内存损坏漏洞,Microsoft,CVE-2021-34448,CNNVD-202107-783,NA,2022-11-17,2022-11-17,
High,3370402,矿池域名：dwarfpool.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370400,矿池域名：dwarfpool.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370406,矿池域名：herominers.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370404,矿池域名：feipool.xyz,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370405,矿池 MsraMiner：etionz.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370408,矿池域名：herominers.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370409,矿池域名：herominers.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3373765,勒索软件 OnePercent：applockkeep.xyz,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370058,矿池域名：uupool.cn,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3372765,勒索软件 CobaltStrike：powershell.services,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,426910,Quest NetVault Backup NVBUBackup Count方法SQL注入,Quest,CVE-2017-17652,CNNVD-201712-640,NA,2019-04-28,2022-11-17,
High,435040,微软Windows操作系统 CVE-2016-0160 DLL文件加载权限提升漏洞,Microsoft,CVE-2016-0160,CNNVD-201604-238,MS16-041,2019-04-28,2022-11-17,
High,435041,微软Windows操作系统 CVE-2016-0160 DLL文件加载权限提升漏洞,Microsoft,CVE-2016-0160,CNNVD-201604-238,MS16-041,2019-04-28,2022-11-17,
High,435060,微软IE浏览器 CChildIterator 对象释放后重利用漏洞,Microsoft,CVE-2016-0166,CNNVD-201604-243,MS16-037,2019-04-28,2022-11-17,
High,442740,Joomla! JB Bus component CVE-2018-6372 SQL注入漏洞,Joombooking,CVE-2018-6372,CNNVD-201802-852,NA,2019-04-28,2022-11-17,
High,413620,Adobe Reader CTJPEGDecoderReadNextTile内存越界读漏洞,NA,CVE-2016-1077,CNNVD-201605-276,NA,2019-04-28,2022-11-17,
High,413720,Adobe Reader PDF embedded JPEG内存损坏漏洞,NA,CVE-2016-1088,CNNVD-201605-287,NA,2019-04-28,2022-11-17,
High,414810,Adobe Flash Player CVE-2016-4174内存损坏漏洞,NA,CVE-2016-4174,CNNVD-201607-231,APSB16-25,2019-04-28,2022-11-17,
High,397180,Adobe Acrobat和Reader CVE-2017-16403 越界读取漏洞,Adobe,CVE-2017-16403,CNNVD-201712-256,APSB17-36,2019-04-28,2022-11-17,
High,310880,微软IE浏览器CVE-2015-1755远程内存损坏漏洞,Microsoft,CVE-2015-1755,CNNVD-201506-165,MS15-056,2019-04-28,2022-11-17,
High,448860,Microsoft Windows CVE-2018-8233权限提升漏洞,Microsoft,CVE-2018-8233,CNNVD-201806-766,NA,2018-08-13,2022-11-17,
High,494560,Microsoft Scripting Engine CVE-2019-0773内存损坏漏洞,Microsoft,CVE-2019-0773,CNNVD-201903-415,NA,2019-03-25,2022-11-17,
High,489500,OpenMRS Platform CVE-2018-19276 不安全对象反序列化漏洞,Openmrs,CVE-2018-19276,CNNVD-201902-602,NA,2019-04-12,2022-11-17,
High,73920,D-Link DAP-1160 认证绕过漏洞,Linksys,CVE-2010-1573,CNNVD-201006-122,NA,2017-08-01,2022-11-17,
High,17400,Microsoft Internet Explorer CStyleSheetRule数组内存损坏漏洞,Microsoft,CVE-2010-3328,CNNVD-201010-095,MS10-071,2017-08-01,2022-11-17,
High,310080,SAP NetWeaver SOAP 请求中SXPG_COMMAND_EXECUTE 命令执行,NA,NA,NA,NA,2017-08-01,2022-11-17,
High,336780,ESF pfSense status_rrd_graph_img.php命令注入漏洞,NA,NA,NA,NA,2017-08-01,2022-11-17,
High,339140,OpenNMS和Solarwinds虚拟化管理器Commons-Collections不安全的反序列化,Solarwinds,CVE-2016-3642,CNNVD-201606-431,NA,2017-08-01,2022-11-17,
High,309140,Microsoft Internet Explorer CVE-2015-1705内存损坏漏洞,Microsoft,CVE-2015-1705,CNNVD-201505-146,MS15-043,2017-06-30,2022-11-17,
High,309160,Microsoft Internet Explorer CVE-2015-1708 内存损坏漏洞,Microsoft,CVE-2015-1708,CNNVD-201505-148,MS15-043,2017-06-30,2022-11-17,
High,77250,Microsoft Windows Win32k OTF 验证漏洞,Microsoft,CVE-2011-1873,CNNVD-201106-160,NA,2017-06-30,2022-11-17,
High,77010,3S Smart Software Solutions CoDeSys 网关服务器内存访问错误漏洞,3s-software,CVE-2012-4704,CNNVD-201302-447,NA,2017-06-30,2022-11-17,
High,77920,Microsoft Internet Explorer CVE-2013-3152 内存损坏漏洞,Microsoft,CVE-2013-3152,CNNVD-201307-174,MS13-055,2017-06-30,2022-11-17,
High,81140,PowerPoint LinkedSlide10Atom记录解析内存损坏漏洞,Microsoft,CVE-2010-0030,CNNVD-201002-090,NA,2017-06-30,2022-11-17,
High,104830,CakePHP反序列化方法漏洞,Cakefoundation,CVE-2010-4335,CNNVD-201101-166,NA,2017-06-30,2022-11-17,
High,167250,微软Windows DirectShow JPEG 双重释放漏洞,Microsoft,CVE-2014-0301,CNNVD-201403-215,MS14-013,2017-06-30,2022-11-17,
High,68780,Mozilla Firefox Javascript XBL.method.eval漏洞,Mozilla,CVE-2006-1735,CNNVD-200604-243,NA,2017-06-30,2022-11-17,
High,64780,Microsoft Excel OBJECTLINK记录内存损坏漏洞,Microsoft,CVE-2012-0142,CNNVD-201205-132,MS12-030,2017-06-30,2022-11-17,
High,17610,Microsoft Windows 传真服务封面编辑器堆溢出漏洞,Microsoft,CVE-2010-3974,CNNVD-201104-095,MS11-024,2017-06-30,2022-11-17,
High,5390,Microsoft Excel畸形FNGROUPCOUNT记录远程代码执行漏洞,Microsoft,CVE-2006-1308,CNNVD-200607-220,NA,2017-06-30,2022-11-17,
High,2130,Adobe Acrobat Reader(Unix系统)特殊字符代码执行漏洞,Adobe,CVE-2004-0630,CNNVD-200408-193,NA,2017-06-30,2022-11-17,
High,3370024,矿池域名：poolin.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370025,矿池域名：poolin.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370026,矿池域名：f2pool.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370027,矿池域名：f2pool.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370020,矿池 nicehash：nicehash.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370021,矿池 Dpool：dpool.top,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370022,矿池域名：vvpool.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370023,矿池域名：poolin.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370029,矿池 Coinhive：viabtc.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,656320,Nagios XI Incident Manager 授权绕过漏洞,Nagios,CVE-2019-9203,CNNVD-201903-1158,NA,2022-11-17,2022-11-17,
High,3370374,矿池域名：herominers.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370364,矿池 shardpool：shardpool.io,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3371799,勒索软件 OnePercent：webtinchap.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3373255,勒索软件 HelloXD：x4k.me,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,556500,Adobe Acrobat and Reader CVE-2020-3749 释放后重利用漏洞,NA,CVE-2020-3749,CNNVD-202002-633,NA,2022-11-17,2022-11-17,
High,643170,Adobe Acrobat Reader DC For Windows CVE-2019-8197 JP2流缓冲区溢出,NA,CVE-2019-8197,CNNVD-201910-861,NA,2022-11-17,2022-11-17,
High,656220,D-Link DIR-600M 信息泄露漏洞,NA,CVE-2019-13101,CNNVD-201908-573,NA,2022-11-17,2022-11-17,
High,3370682,矿池域名：minersunite.net,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370684,矿池域名：ahashpool.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,312810,微软IE浏览器CVE-2015-2422远程内存损坏漏洞,Microsoft,CVE-2015-2422,CNNVD-201507-409,MS15-065,2022-11-17,2022-11-17,
High,3370760,矿池域名：coinblockers.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370767,矿池域名：uupool.cn,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370766,矿池域名：coinblockers.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370765,矿池域名：coinblockers.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370402,矿池域名：dwarfpool.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370400,矿池域名：dwarfpool.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370406,矿池域名：herominers.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370404,矿池域名：feipool.xyz,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370405,矿池 MsraMiner：etionz.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370725,矿池域名：k1pool.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,710080,Drupal Core CVE-2020-13664 远程代码执行漏洞,Drupal,CVE-2020-13664,CNNVD-202006-1205,NA,2022-11-17,2022-11-17,
High,3370058,矿池域名：uupool.cn,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3372765,勒索软件 CobaltStrike：powershell.services,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3373765,勒索软件 OnePercent：applockkeep.xyz,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,3370113,矿池域名：minergate.com,NA,NA,NA,NA,2022-11-17,2022-11-17,
High,699770,WordPress BuddyPress CVE-2021-21389远程代码执行漏洞,Buddypress,CVE-2021-21389,CNNVD-202103-1521,NA,2022-11-17,2022-11-17,
High,556530,Adobe Acrobat and Reader CVE-2020-3752 缓冲区错误漏洞,NA,CVE-2020-3752,CNNVD-202002-636,NA,2022-11-17,2022-11-17,
High,637110,IBM Bigfix Platform CVE-2019-4013任意文件上传漏洞,Ibm,CVE-2019-4013,CNNVD-201904-473,NA,2021-11-25,2022-11-17,
High,642120,Optergy Proton/Enterprise Devices CVE-2019-7274远程代码执行漏洞,Optergy,CVE-2019-7274,CNNVD-201906-283,NA,2021-11-01,2022-11-17,
High,636510,IBM Planning Analytics Server 配置文件覆盖,Ibm,CVE-2019-4716,CNNVD-201912-801,NA,2021-11-01,2022-11-17,
High,438640,Adobe Flash Player CVE-2016-0965 内存损坏漏洞,NA,CVE-2016-0965,CNNVD-201602-223,APSB16-04,2019-04-28,2022-11-17,
High,435060,微软IE浏览器 CChildIterator 对象释放后重利用漏洞,Microsoft,CVE-2016-0166,CNNVD-201604-243,MS16-037,2019-04-28,2022-11-17,
High,417131,Microsoft Edge Chakra CVE-2017-0134信息泄露漏洞,NA,CVE-2017-0134,CNNVD-201703-731,NA,2019-04-28,2022-11-17,
High,414620,Adobe Flash Player CVE-2016-4133 RegExp内存损坏漏洞,Redhat,CVE-2016-4133,CNNVD-201606-397,NA,2019-04-28,2022-11-17,
High,414630,Adobe Flash Player CVE-2016-4139安全绕过,Redhat,CVE-2016-4139,CNNVD-201606-403,APSB16-18,2019-04-28,2022-11-17,
High,418640,SquirrelMail SendMail CVE-2017-7692代码执行漏洞,Squirrelmail,CVE-2017-7692,CNNVD-201704-561,NA,2019-04-28,2022-11-17,
High,426660,Clipbucket任意PHP代码执行漏洞,NA,NA,NA,NA,2019-04-28,2022-11-17,
High,426910,Quest NetVault Backup NVBUBackup Count方法SQL注入,Quest,CVE-2017-17652,CNNVD-201712-640,NA,2019-04-28,2022-11-17,
High,435040,微软Windows操作系统 CVE-2016-0160 DLL文件加载权限提升漏洞,Microsoft,CVE-2016-0160,CNNVD-201604-238,MS16-041,2019-04-28,2022-11-17,
High,435041,微软Windows操作系统 CVE-2016-0160 DLL文件加载权限提升漏洞,Microsoft,CVE-2016-0160,CNNVD-201604-238,MS16-041,2019-04-28,2022-11-17,
High,397180,Adobe Acrobat和Reader CVE-2017-16403 越界读取漏洞,Adobe,CVE-2017-16403,CNNVD-201712-256,APSB17-36,2019-04-28,2022-11-17,
High,414390,Microsoft Office PowerPoint CVE-2016-3357内存损坏漏洞,Microsoft,CVE-2016-3357,CNNVD-201609-209,MS16-107,2019-04-28,2022-11-17,
High,372970,Adobe Reader和Acrobat CVE-2017-3037内存损坏漏洞,NA,CVE-2017-3037,CNNVD-201704-653,APSB17-11,2019-04-28,2022-11-17,
High,291310,Adobe Flash Player 以及 Adobe Air CVE-2014-0537安全绕过漏洞,Adobe,CVE-2014-0537,CNNVD-201407-227,NA,2019-04-28,2022-11-17,
High,310880,微软IE浏览器CVE-2015-1755远程内存损坏漏洞,Microsoft,CVE-2015-1755,CNNVD-201506-165,MS15-056,2019-04-28,2022-11-17,
High,488260,Microsoft Internet Explorer CVE-2019-0606内存损坏漏洞,NA,CVE-2019-0606,CNNVD-201902-345,NA,2019-03-25,2022-11-17,
High,479620,Adobe Acrobat Reader CVE-2018-19698 释放后重用漏洞,NA,CVE-2018-19698,CNNVD-201812-524,NA,2019-01-14,2022-11-17,
High,467090,Microsoft JET Database Engine堆缓冲区溢出漏洞,Microsoft,"CVE-2017-8718,CVE-2018-8392","CNNVD-201705-464,CNNVD-201809-544",NA,2018-11-16,2022-11-17,
High,460030,Microsoft浏览器 CVE-2018-8403内存损坏漏洞,NA,CVE-2018-8403,CNNVD-201808-363,NA,2018-09-27,2022-11-17,
High,373500,HTTP通用SQL注入攻击,NA,NA,NA,NA,2019-12-20,2022-11-17,
High,502910,Adobe Acrobat Reader CVE-2019-7788释放后重用漏洞,NA,CVE-2019-7788,CNNVD-201905-556,APSB19-18,2019-12-20,2022-11-17,
High,557670,WordPress InfiniteWP Client插件认证绕过,Revmakx,CVE-2020-8772,CNNVD-202002-187,NA,2020-06-04,2022-11-17,
High,2001445,XML 注入攻击 - XSS,NA,NA,NA,NA,2020-04-24,2022-11-17,
High,11780,Sun Java系统Web服务器WEBDAV堆栈缓冲区溢出,Sun,CVE-2010-0361,CNNVD-201001-207,6916389,2020-01-03,2022-11-17,
High,553460,phpLDAPadmin CVE-2018-12689 LDAP注入漏洞,Phpldapadmin project,CVE-2018-12689,CNNVD-201806-1147,NA,2020-04-24,2022-11-17,
High,581110,WordPress插件CVE-2020-12800远程代码执行,Codedropz,CVE-2020-12800,CNNVD-202006-519,NA,2020-11-06,2022-11-17,
High,611140,DynPG 4.9.1 XSS漏洞,NA,NA,NA,NA,2020-11-20,2022-11-17,
High,74780,Microsoft Internet Explorer saveHistory 释放后重用,NA,CVE-2013-0088,CNNVD-201303-243,MS13-021,2019-04-28,2022-11-17,
High,195480,Microsoft Internet Explorer多个远程代码执行漏洞,Microsoft,"CVE-2013-1338,CVE-2014-1776","CNNVD-201305-062,CNNVD-201404-530",MS14-021,2019-09-21,2022-11-17,
High,11780,Sun Java系统Web服务器WEBDAV堆栈缓冲区溢出,Sun,CVE-2010-0361,CNNVD-201001-207,6916389,2020-01-03,2022-11-17,
High,552580,rConfig commands.inc.php SQL 注入漏洞,Rconfig,CVE-2020-10220,CNNVD-202003-266,NA,2020-04-24,2022-11-17,
High,530820,Elasticsearch Kibana Timelion visualizer 代码执行漏洞,"Elastic,Redhat",CVE-2019-7609,CNNVD-201902-1035,NA,2019-11-19,2022-11-17,
High,522660,HPE Intelligent Management Center ViewBatchTaskResultDetailBean语言注入漏洞,Hp,CVE-2019-5386,CNNVD-201906-115,NA,2019-09-21,2022-11-17,
High,195481,Microsoft Internet Explorer多个远程代码执行漏洞,Microsoft,"CVE-2013-1338,CVE-2014-1776","CNNVD-201305-062,CNNVD-201404-530",MS14-021,2019-04-28,2022-11-17,
High,174160,Microsoft Access VBA脚本对象内存损坏漏洞,Microsoft,CVE-2013-3155,CNNVD-201309-102,NA,2019-04-28,2022-11-17,
High,488290,Microsoft Windows SMB CVE-2019-0630远程代码执行漏洞,Microsoft,CVE-2019-0630,CNNVD-201902-359,NA,2019-05-23,2022-11-17,
High,481760,WordPress GDPR Compliance权限提升 - 设置users_can_register,Van-ons,CVE-2018-19207,CNNVD-201811-308,NA,2019-07-04,2022-11-17,
High,488920,Adobe Acrobat Reader CVE-2019-7068 释放后重用漏洞,NA,CVE-2019-7068,CNNVD-201902-452,APSB19-07,2019-03-25,2022-11-17,
High,488900,Adobe Acrobat Reader CVE-2019-7066远程代码执行漏洞漏洞,Adobe,CVE-2019-7066,CNNVD-201902-476,APSB19-07,2019-03-25,2022-11-17,
High,291310,Adobe Flash Player 以及 Adobe Air CVE-2014-0537安全绕过漏洞,Adobe,CVE-2014-0537,CNNVD-201407-227,NA,2019-04-28,2022-11-17,
High,310880,微软IE浏览器CVE-2015-1755远程内存损坏漏洞,Microsoft,CVE-2015-1755,CNNVD-201506-165,MS15-056,2019-04-28,2022-11-17,
High,414390,Microsoft Office PowerPoint CVE-2016-3357内存损坏漏洞,Microsoft,CVE-2016-3357,CNNVD-201609-209,MS16-107,2019-04-28,2022-11-17,
High,417820,Microsoft Edge Chakra JavaScript引擎CVE-2017-11918内存损坏漏洞,Microsoft,CVE-2017-11918,CNNVD-201712-380,NA,2019-04-28,2022-11-17,
High,414620,Adobe Flash Player CVE-2016-4133 RegExp内存损坏漏洞,Redhat,CVE-2016-4133,CNNVD-201606-397,NA,2019-04-28,2022-11-17,
High,414630,Adobe Flash Player CVE-2016-4139安全绕过,Redhat,CVE-2016-4139,CNNVD-201606-403,APSB16-18,2019-04-28,2022-11-17,
High,320550,微软IE浏览器CVE-2015-2491内存损坏漏洞,Microsoft,CVE-2015-2491,CNNVD-201509-090,MS15-094,2019-04-28,2022-11-17,
High,446660,WordPress Pie Register插件CVE-2018-10969 SQL注入漏洞,Genetechsolutions,CVE-2018-10969,CNNVD-201806-941,NA,2019-04-28,2022-11-17,
High,434050,Mozilla Firefox Vorbis Audio Residue Codebook越界写漏洞,Mozilla,"CVE-2018-5146,CVE-2018-5147","CNNVD-201803-1058,CNNVD-201803-10...",NA,2019-04-28,2022-11-17,
High,434820,Adobe Acrobat和Reader CVE-2018-4950内存损坏漏洞,NA,CVE-2018-4950,CNNVD-201805-1118,APSB18-09,2019-04-28,2022-11-17,
High,440660,Adobe Reader和Acrobat CVE-2015-3052内存损坏漏洞,NA,CVE-2015-3052,CNNVD-201505-165,APSB15-10,2019-04-28,2022-11-17,
High,440600,Joomla! Solidres Plugin CVE-2018-5980 SQL注入漏洞,Solidres,CVE-2018-5980,CNNVD-201802-868,NA,2019-04-28,2022-11-17,
